date,supplier,category,sku,units_sold,retail_price,base_cost,freight_pct,duty_pct,packaging_pct,handling_pct,rebate_pct,shrink_pct
2024-11-01,Regional Dairy,Haircare,REG-HAI-01,2300,2.85,1.79,0.039,0.017,0.018,0.012,0.023,0.008
2024-11-01,Regional Dairy,Haircare,REG-HAI-02,2135,4.49,2.77,0.027,0.045,0.017,0.015,0.007,0.004
2024-11-01,Regional Dairy,Oral Care,REG-ORA-00,1228,2.83,1.92,0.012,0.027,0.018,0.01,0.036,0.003
2024-11-01,Regional Dairy,Oral Care,REG-ORA-01,1953,4.77,2.69,0.05,0.031,0.007,0.018,0.037,0.001
2024-11-01,Regional Dairy,Oral Care,REG-ORA-02,1249,5.76,3.35,0.04,0.049,0.018,0.019,0.009,0.015
2024-11-01,Regional Dairy,Oral Care,REG-ORA-03,2325,3.49,2.88,0.012,0.013,0.023,0.018,0.02,0.011
2024-11-01,Regional Dairy,Skincare,REG-SKI-00,3545,3.41,2.55,0.022,0.013,0.014,0.005,0.013,0.004
2024-11-01,Regional Dairy,Skincare,REG-SKI-01,3745,3.9,2.48,0.027,0.024,0.014,0.015,0.019,0.012
2024-11-01,Regional Dairy,Dairy,REG-DAI-00,2281,4.02,3.08,0.038,0.019,0.013,0.018,0.024,0.005
2024-11-01,Regional Dairy,Dairy,REG-DAI-01,2562,6.42,4.97,0.022,0.005,0.009,0.009,0.006,0.004
2024-11-01,Regional Dairy,Dairy,REG-DAI-02,2597,1.87,1.65,0.014,0.026,0.015,0.02,0.004,0.008
2024-11-01,Regional Dairy,Snacks,REG-SNA-00,274,5.75,4.9,0.023,0.009,0.022,0.019,0.022,0.011
2024-11-01,Regional Dairy,Snacks,REG-SNA-01,1658,5.6,3.5,0.058,0.036,0.01,0.016,0.021,0.014
2024-11-01,Regional Dairy,Snacks,REG-SNA-02,853,2.52,1.93,0.018,0.024,0.018,0.006,0.013,0.003
2024-11-01,Regional Dairy,Snacks,REG-SNA-03,2142,3.97,2.48,0.044,0.004,0.008,0.005,0.005,0.009
2024-11-01,Regional Dairy,Snacks,REG-SNA-04,3821,3.21,2.18,0.056,0.042,0.029,0.007,0.029,0.019
2024-11-01,Regional Dairy,Bakery,REG-BAK-00,1770,6.09,4.98,0.012,0.039,0.026,0.016,0.032,0.017
2024-11-01,Regional Dairy,Bakery,REG-BAK-01,3436,5.46,4.35,0.036,0.018,0.027,0.011,0.033,0.009
2024-11-01,Regional Dairy,Bakery,REG-BAK-02,3797,5.94,4.64,0.037,0.022,0.019,0.01,0.016,0.011
2024-11-01,Regional Dairy,Bakery,REG-BAK-03,1020,5.98,4.67,0.016,0.047,0.021,0.01,0.006,0.016
2024-11-01,Regional Dairy,Bakery,REG-BAK-04,1892,3.67,3.03,0.039,0.05,0.024,0.016,0.031,0.003
2024-11-01,Regional Dairy,Beverages,REG-BEV-00,2845,4.9,3.59,0.048,0.005,0.018,0.011,0.018,0.012
2024-11-01,Regional Dairy,Beverages,REG-BEV-01,2262,5.36,3.25,0.021,0.036,0.023,0.015,0.028,0.011
2024-11-01,Regional Dairy,Beverages,REG-BEV-02,2034,4.25,3.64,0.058,0.017,0.011,0.011,0.012,0.012
2024-11-01,Regional Dairy,Beverages,REG-BEV-03,2465,4.18,3.08,0.041,0.001,0.027,0.019,0.023,0.014
2024-11-01,Regional Dairy,Beverages,REG-BEV-04,3135,1.03,0.81,0.049,0.019,0.007,0.006,0.004,0.017
2024-11-01,Niche Snacks,Haircare,NIC-HAI-00,1630,1.59,1.01,0.018,0.009,0.026,0.01,0.012,0.005
2024-11-01,Niche Snacks,Haircare,NIC-HAI-01,2134,3.13,1.78,0.027,0.04,0.005,0.01,0.016,0.011
2024-11-01,Niche Snacks,Haircare,NIC-HAI-02,2322,6.07,4.38,0.034,0.046,0.02,0.005,0.037,0.005
2024-11-01,Niche Snacks,Haircare,NIC-HAI-03,224,3.69,2.6,0.056,0.018,0.02,0.014,0.001,0.013
2024-11-01,Niche Snacks,Oral Care,NIC-ORA-00,1048,6.28,3.8,0.031,0.004,0.03,0.013,0.024,0.001
2024-11-01,Niche Snacks,Oral Care,NIC-ORA-01,2462,3.29,2.78,0.027,0.023,0.021,0.011,0.033,0.012
2024-11-01,Niche Snacks,Oral Care,NIC-ORA-02,968,5.24,3.76,0.036,0.022,0.015,0.013,0.006,0.004
2024-11-01,Niche Snacks,Oral Care,NIC-ORA-03,3172,1.32,1.09,0.024,0.045,0.018,0.017,0.039,0.017
2024-11-01,Niche Snacks,Skincare,NIC-SKI-00,3620,3.18,2.4,0.023,0.01,0.018,0.014,0.014,0.011
2024-11-01,Niche Snacks,Skincare,NIC-SKI-01,3322,4.56,2.91,0.015,0.012,0.023,0.018,0.033,0.008
2024-11-01,Niche Snacks,Skincare,NIC-SKI-02,364,1.69,1.18,0.026,0.004,0.021,0.016,0.034,0.002
2024-11-01,Niche Snacks,Skincare,NIC-SKI-03,1114,4.17,2.94,0.055,0.041,0.014,0.009,0.015,0.012
2024-11-01,Niche Snacks,Dairy,NIC-DAI-00,1755,4.4,3.09,0.038,0.022,0.012,0.019,0.031,0.003
2024-11-01,Niche Snacks,Dairy,NIC-DAI-01,2961,4.07,3.72,0.034,0.009,0.017,0.013,0.03,0.014
2024-11-01,Niche Snacks,Dairy,NIC-DAI-02,1504,2.34,1.41,0.052,0.049,0.018,0.008,0.011,0.0
2024-11-01,Niche Snacks,Dairy,NIC-DAI-03,3417,3.87,3.3,0.035,0.003,0.015,0.012,0.029,0.002
2024-11-01,Niche Snacks,Dairy,NIC-DAI-04,541,1.67,1.47,0.054,0.03,0.02,0.015,0.007,0.018
2024-11-01,Niche Snacks,Snacks,NIC-SNA-00,3228,3.05,2.26,0.012,0.008,0.023,0.006,0.024,0.005
2024-11-01,Niche Snacks,Snacks,NIC-SNA-01,348,5.59,3.98,0.056,0.036,0.02,0.019,0.016,0.019
2024-11-01,Niche Snacks,Snacks,NIC-SNA-02,605,5.0,3.15,0.012,0.013,0.02,0.006,0.02,0.012
2024-11-01,Niche Snacks,Bakery,NIC-BAK-00,2448,5.22,3.08,0.014,0.036,0.017,0.015,0.017,0.005
2024-11-01,Niche Snacks,Bakery,NIC-BAK-01,330,1.34,0.74,0.058,0.0,0.008,0.01,0.032,0.019
2024-11-01,Niche Snacks,Bakery,NIC-BAK-02,1240,6.22,4.45,0.019,0.027,0.027,0.016,0.032,0.013
2024-11-01,Niche Snacks,Beverages,NIC-BEV-00,3223,5.66,3.64,0.034,0.011,0.03,0.019,0.002,0.014
2024-11-01,Niche Snacks,Beverages,NIC-BEV-01,910,6.5,4.91,0.034,0.016,0.008,0.016,0.008,0.002
2024-11-01,Niche Snacks,Beverages,NIC-BEV-02,1026,6.19,4.49,0.053,0.042,0.013,0.017,0.001,0.012
2024-11-01,Local Bakery,Haircare,LOC-HAI-00,2867,1.58,0.91,0.045,0.017,0.023,0.006,0.013,0.011
2024-11-01,Local Bakery,Haircare,LOC-HAI-01,1572,4.61,3.79,0.036,0.021,0.027,0.011,0.018,0.02
2024-11-01,Local Bakery,Haircare,LOC-HAI-02,450,5.8,4.33,0.057,0.04,0.03,0.01,0.031,0.008
2024-11-01,Local Bakery,Haircare,LOC-HAI-03,444,3.59,2.75,0.024,0.02,0.007,0.01,0.021,0.015
2024-11-01,Local Bakery,Oral Care,LOC-ORA-00,2250,3.52,2.32,0.053,0.036,0.02,0.009,0.036,0.001
2024-11-01,Local Bakery,Oral Care,LOC-ORA-01,598,3.05,2.44,0.021,0.047,0.025,0.006,0.017,0.018
2024-11-01,Local Bakery,Skincare,LOC-SKI-00,3615,3.52,2.73,0.018,0.05,0.011,0.019,0.026,0.012
2024-11-01,Local Bakery,Skincare,LOC-SKI-01,3764,1.57,0.89,0.029,0.002,0.029,0.017,0.032,0.013
2024-11-01,Local Bakery,Skincare,LOC-SKI-02,926,5.85,5.23,0.06,0.009,0.015,0.016,0.028,0.003
2024-11-01,Local Bakery,Dairy,LOC-DAI-00,980,2.15,1.61,0.04,0.029,0.007,0.018,0.011,0.003
2024-11-01,Local Bakery,Dairy,LOC-DAI-01,3920,1.15,1.0,0.012,0.016,0.028,0.016,0.011,0.005
2024-11-01,Local Bakery,Dairy,LOC-DAI-02,237,2.35,1.92,0.035,0.004,0.011,0.015,0.003,0.017
2024-11-01,Local Bakery,Dairy,LOC-DAI-03,3311,5.84,4.33,0.055,0.029,0.022,0.013,0.035,0.015
2024-11-01,Local Bakery,Dairy,LOC-DAI-04,415,5.37,4.26,0.053,0.043,0.023,0.018,0.028,0.014
2024-11-01,Local Bakery,Snacks,LOC-SNA-00,3938,5.12,3.12,0.054,0.044,0.006,0.017,0.005,0.007
2024-11-01,Local Bakery,Snacks,LOC-SNA-01,3941,5.99,3.3,0.038,0.038,0.011,0.008,0.003,0.007
2024-11-01,Local Bakery,Snacks,LOC-SNA-02,1456,4.44,2.87,0.042,0.027,0.024,0.007,0.03,0.011
2024-11-01,Local Bakery,Snacks,LOC-SNA-03,1447,5.6,3.89,0.019,0.038,0.025,0.008,0.031,0.019
2024-11-01,Local Bakery,Bakery,LOC-BAK-00,1240,5.22,4.24,0.034,0.003,0.007,0.018,0.04,0.014
2024-11-01,Local Bakery,Bakery,LOC-BAK-01,915,5.1,3.05,0.048,0.001,0.006,0.01,0.02,0.015
2024-11-01,Local Bakery,Bakery,LOC-BAK-02,769,0.91,0.55,0.033,0.047,0.008,0.018,0.021,0.017
2024-11-01,Local Bakery,Bakery,LOC-BAK-03,1298,2.14,1.24,0.044,0.033,0.012,0.019,0.006,0.009
2024-11-01,Local Bakery,Bakery,LOC-BAK-04,220,5.99,5.19,0.058,0.038,0.016,0.01,0.013,0.014
2024-11-01,Local Bakery,Beverages,LOC-BEV-00,2180,2.02,1.76,0.046,0.028,0.017,0.013,0.006,0.004
2024-11-01,Local Bakery,Beverages,LOC-BEV-01,3876,5.25,4.39,0.052,0.038,0.021,0.007,0.001,0.018
2024-11-01,Local Bakery,Beverages,LOC-BEV-02,3146,1.94,1.4,0.01,0.03,0.02,0.009,0.022,0.005
2024-11-01,Global Beverages,Haircare,GLO-HAI-00,2973,4.16,2.7,0.05,0.016,0.016,0.005,0.003,0.008
2024-11-01,Global Beverages,Haircare,GLO-HAI-01,1589,6.36,5.2,0.043,0.038,0.029,0.019,0.029,0.015
2024-11-01,Global Beverages,Haircare,GLO-HAI-02,1776,2.26,2.07,0.017,0.025,0.02,0.016,0.022,0.0
2024-11-01,Global Beverages,Haircare,GLO-HAI-03,2243,1.31,0.98,0.054,0.004,0.026,0.01,0.013,0.02
2024-11-01,Global Beverages,Haircare,GLO-HAI-04,289,4.76,4.03,0.02,0.008,0.008,0.015,0.028,0.001
2024-11-01,Global Beverages,Oral Care,GLO-ORA-00,3344,1.19,0.89,0.045,0.044,0.023,0.017,0.014,0.016
2024-11-01,Global Beverages,Oral Care,GLO-ORA-01,2254,4.6,3.47,0.04,0.039,0.017,0.006,0.007,0.009
2024-11-01,Global Beverages,Oral Care,GLO-ORA-02,3225,1.24,0.8,0.018,0.044,0.01,0.02,0.013,0.004
2024-11-01,Global Beverages,Skincare,GLO-SKI-00,2556,4.59,3.37,0.038,0.036,0.011,0.02,0.039,0.013
2024-11-01,Global Beverages,Skincare,GLO-SKI-01,1937,3.16,2.0,0.031,0.01,0.026,0.008,0.038,0.008
2024-11-01,Global Beverages,Skincare,GLO-SKI-02,2271,3.28,2.22,0.029,0.049,0.006,0.018,0.023,0.009
2024-11-01,Global Beverages,Skincare,GLO-SKI-03,3388,3.11,2.41,0.04,0.04,0.021,0.02,0.011,0.007
2024-11-01,Global Beverages,Dairy,GLO-DAI-00,3508,3.51,3.02,0.022,0.039,0.015,0.014,0.025,0.007
2024-11-01,Global Beverages,Dairy,GLO-DAI-01,201,1.91,1.65,0.035,0.012,0.027,0.012,0.021,0.007
2024-11-01,Global Beverages,Dairy,GLO-DAI-02,329,1.43,1.13,0.026,0.02,0.026,0.005,0.024,0.012
2024-11-01,Global Beverages,Dairy,GLO-DAI-03,3947,6.33,4.54,0.022,0.004,0.009,0.013,0.013,0.017
2024-11-01,Global Beverages,Snacks,GLO-SNA-00,2380,2.29,1.78,0.045,0.008,0.009,0.006,0.029,0.013
2024-11-01,Global Beverages,Snacks,GLO-SNA-01,2412,5.28,4.28,0.032,0.043,0.019,0.013,0.001,0.02
2024-11-01,Global Beverages,Bakery,GLO-BAK-00,2758,2.19,1.25,0.042,0.011,0.01,0.006,0.004,0.012
2024-11-01,Global Beverages,Bakery,GLO-BAK-01,1235,1.73,1.58,0.058,0.0,0.029,0.015,0.035,0.009
2024-11-01,Global Beverages,Beverages,GLO-BEV-00,2674,3.64,2.9,0.017,0.001,0.013,0.016,0.008,0.013
2024-11-01,Global Beverages,Beverages,GLO-BEV-01,2233,1.95,1.6,0.018,0.012,0.029,0.009,0.026,0.02
2024-11-01,Global Beverages,Beverages,GLO-BEV-02,2674,4.73,3.47,0.041,0.043,0.019,0.005,0.037,0.014
2024-11-01,Global Beverages,Beverages,GLO-BEV-03,3048,4.26,3.83,0.051,0.033,0.019,0.01,0.006,0.012
2024-12-01,Unilever,Haircare,UNI-HAI-00,1808,5.75,5.28,0.048,0.005,0.012,0.007,0.026,0.015
2024-12-01,Unilever,Haircare,UNI-HAI-01,1867,4.64,3.94,0.048,0.04,0.016,0.017,0.005,0.011
2024-12-01,Unilever,Haircare,UNI-HAI-02,1824,2.74,2.15,0.04,0.028,0.015,0.013,0.024,0.011
2024-12-01,Unilever,Haircare,UNI-HAI-03,2538,2.17,1.25,0.04,0.033,0.02,0.012,0.015,0.017
2024-12-01,Unilever,Oral Care,UNI-ORA-00,1673,3.58,2.0,0.027,0.019,0.015,0.014,0.021,0.012
2024-12-01,Unilever,Oral Care,UNI-ORA-01,1143,3.98,3.29,0.046,0.026,0.026,0.011,0.036,0.001
2024-12-01,Unilever,Oral Care,UNI-ORA-02,2646,2.26,2.02,0.013,0.047,0.014,0.007,0.019,0.005
2024-12-01,Unilever,Oral Care,UNI-ORA-03,3835,4.65,4.16,0.037,0.029,0.007,0.016,0.016,0.02
2024-12-01,Unilever,Oral Care,UNI-ORA-04,2337,1.58,0.97,0.044,0.009,0.018,0.016,0.004,0.011
2024-12-01,Unilever,Skincare,UNI-SKI-00,1151,6.29,4.58,0.05,0.028,0.006,0.014,0.038,0.012
2024-12-01,Unilever,Skincare,UNI-SKI-01,3389,3.78,2.91,0.05,0.032,0.009,0.01,0.036,0.015
2024-12-01,Unilever,Skincare,UNI-SKI-02,1272,2.23,1.87,0.024,0.041,0.016,0.015,0.004,0.012
2024-12-01,Unilever,Dairy,UNI-DAI-00,1662,4.19,2.56,0.047,0.043,0.01,0.006,0.001,0.013
2024-12-01,Unilever,Dairy,UNI-DAI-01,1187,2.05,1.61,0.023,0.032,0.006,0.007,0.011,0.012
2024-12-01,Unilever,Snacks,UNI-SNA-00,1777,3.3,2.69,0.045,0.05,0.008,0.007,0.029,0.012
2024-12-01,Unilever,Snacks,UNI-SNA-01,1390,5.23,3.39,0.042,0.03,0.015,0.011,0.014,0.012
2024-12-01,Unilever,Snacks,UNI-SNA-02,2004,3.81,2.19,0.05,0.012,0.019,0.018,0.026,0.011
2024-12-01,Unilever,Bakery,UNI-BAK-00,257,2.76,2.2,0.06,0.033,0.019,0.016,0.019,0.001
2024-12-01,Unilever,Bakery,UNI-BAK-01,1665,6.26,3.85,0.045,0.01,0.018,0.006,0.018,0.015
2024-12-01,Unilever,Beverages,UNI-BEV-00,1623,4.62,3.9,0.056,0.012,0.015,0.007,0.04,0.019
2024-12-01,Unilever,Beverages,UNI-BEV-01,563,2.26,1.8,0.015,0.013,0.025,0.018,0.024,0.01
2024-12-01,P&G,Haircare,P&G-HAI-00,2985,1.25,0.74,0.021,0.017,0.015,0.01,0.01,0.01
2024-12-01,P&G,Haircare,P&G-HAI-01,1034,3.12,2.23,0.04,0.026,0.028,0.012,0.04,0.017
2024-12-01,P&G,Haircare,P&G-HAI-02,689,3.71,2.59,0.037,0.031,0.022,0.013,0.029,0.003
2024-12-01,P&G,Haircare,P&G-HAI-03,3278,2.61,1.51,0.03,0.009,0.022,0.01,0.039,0.013
2024-12-01,P&G,Haircare,P&G-HAI-04,1760,4.12,3.0,0.026,0.03,0.008,0.018,0.033,0.006
2024-12-01,P&G,Oral Care,P&G-ORA-00,2160,5.52,4.4,0.016,0.024,0.018,0.008,0.003,0.016
2024-12-01,P&G,Oral Care,P&G-ORA-01,327,3.32,2.21,0.035,0.022,0.008,0.015,0.009,0.012
2024-12-01,P&G,Oral Care,P&G-ORA-02,1283,2.94,2.04,0.038,0.01,0.01,0.012,0.03,0.012
2024-12-01,P&G,Oral Care,P&G-ORA-03,1686,6.41,4.09,0.017,0.006,0.013,0.007,0.028,0.001
2024-12-01,P&G,Skincare,P&G-SKI-00,1995,6.48,5.52,0.041,0.015,0.021,0.013,0.017,0.003
2024-12-01,P&G,Skincare,P&G-SKI-01,3899,3.17,2.51,0.028,0.026,0.017,0.008,0.015,0.019
2024-12-01,P&G,Skincare,P&G-SKI-02,1406,3.23,2.35,0.011,0.013,0.024,0.007,0.021,0.004
2024-12-01,P&G,Skincare,P&G-SKI-03,2460,5.57,4.36,0.02,0.003,0.006,0.011,0.011,0.013
2024-12-01,P&G,Skincare,P&G-SKI-04,2140,5.63,3.3,0.034,0.008,0.013,0.016,0.019,0.008
2024-12-01,P&G,Dairy,P&G-DAI-00,2148,3.47,2.92,0.055,0.048,0.025,0.01,0.028,0.009
2024-12-01,P&G,Dairy,P&G-DAI-01,2276,2.46,2.2,0.023,0.039,0.026,0.012,0.015,0.009
2024-12-01,P&G,Dairy,P&G-DAI-02,3192,4.34,2.49,0.036,0.008,0.023,0.013,0.027,0.001
2024-12-01,P&G,Dairy,P&G-DAI-03,3776,5.08,4.03,0.05,0.005,0.006,0.013,0.016,0.009
2024-12-01,P&G,Dairy,P&G-DAI-04,3499,2.86,2.39,0.043,0.009,0.009,0.006,0.026,0.015
2024-12-01,P&G,Snacks,P&G-SNA-00,2385,1.02,0.59,0.058,0.015,0.024,0.014,0.015,0.004
2024-12-01,P&G,Snacks,P&G-SNA-01,3832,2.33,1.51,0.013,0.048,0.017,0.018,0.013,0.003
2024-12-01,P&G,Snacks,P&G-SNA-02,2082,6.39,4.94,0.039,0.037,0.025,0.015,0.005,0.007
2024-12-01,P&G,Snacks,P&G-SNA-03,1135,4.25,2.49,0.029,0.028,0.015,0.007,0.011,0.019
2024-12-01,P&G,Snacks,P&G-SNA-04,3443,2.01,1.77,0.042,0.014,0.025,0.018,0.034,0.018
2024-12-01,P&G,Bakery,P&G-BAK-00,2396,5.13,3.7,0.052,0.036,0.024,0.015,0.007,0.011
2024-12-01,P&G,Bakery,P&G-BAK-01,434,2.41,1.81,0.046,0.005,0.022,0.006,0.039,0.01
2024-12-01,P&G,Bakery,P&G-BAK-02,1630,5.61,4.61,0.037,0.03,0.018,0.009,0.023,0.014
2024-12-01,P&G,Beverages,P&G-BEV-00,2355,4.46,3.71,0.018,0.023,0.005,0.009,0.029,0.02
2024-12-01,P&G,Beverages,P&G-BEV-01,3375,1.99,1.74,0.043,0.016,0.024,0.017,0.025,0.014
2024-12-01,P&G,Beverages,P&G-BEV-02,2359,5.29,3.99,0.01,0.038,0.006,0.016,0.008,0.019
2024-12-01,P&G,Beverages,P&G-BEV-03,3648,4.7,3.9,0.052,0.024,0.018,0.007,0.015,0.013
